Date,Probability,Lower_Threshold,Upper_Threshold,Signal,OBV,OBV_Change_5D,Conviction_Proxy,CMF_20,VIX_Percentile,Decision_Allocation,Observed_Bar,Valid_Feature_Row,Volatility,Target_Allocation,Available_Volatility,Available_Average_Volume,Execution_Open_Present,Mocked_Order_Size,Slippage,Order_Target
2026-02-10,0.4893617630004883,0.40468253968253964,0.5953174603174604,0,1498618780.0,7581374.0,5,-0.05822616949267397,53.96825396825397,0.0,True,True,0.024094202254199393,0.0,0.02508076558646829,17453853.4,True,0.0,0.0,0.0
2026-02-11,0.5047309398651123,0.3928174603174603,0.6071825396825397,0,1484808952.0,-18668032.0,3,-0.002209106813510227,58.53174603174603,0.0,True,True,0.02244251462029679,0.0,0.024094202254199393,16778789.4,True,0.0,0.0,0.0
2026-02-12,0.49230054020881653,0.3953968253968254,0.6046031746031746,0,1503918914.0,16684110.0,5,-0.0064153247123877695,57.53968253968254,0.0,True,True,0.022442012985904897,0.0,0.02244251462029679,16441809.3,True,0.0,0.0,0.0
2026-02-13,0.4940897822380066,0.35,0.65,0,1521038456.0,23528542.0,5,-0.053609830222943966,78.76984126984127,0.0,True,True,0.021324522909446524,0.0,0.022442012985904897,16550933.6,True,0.0,0.0,0.0
2026-02-16,0.4550394117832184,0.35,0.65,0,1535157996.0,25064384.0,5,-0.0011195485676822527,76.5873015873016,0.0,True,True,0.018557479202347633,0.0,0.021324522909446524,16455542.1,True,0.0,0.0,0.0
2026-02-17,0.4621911644935608,0.35,0.65,0,1523441592.0,24822812.0,5,-0.024830320130693917,76.5873015873016,0.0,True,True,0.019657551948832737,0.0,0.018557479202347633,16317779.6,True,0.0,0.0,0.0
2026-02-18,0.4886086881160736,0.35103174603174603,0.648968253968254,0,1542620316.0,57811364.0,7,0.008215049297929579,74.60317460317461,0.0,True,True,0.01921397375682793,0.0,0.019657551948832737,16084808.6,True,0.0,0.0,0.0
2026-02-19,0.48530900478363037,0.3613492063492063,0.6386507936507937,0,1528939868.0,25020954.0,7,0.0012813347037394552,70.63492063492063,0.0,True,True,0.019779438226289015,0.0,0.01921397375682793,16467940.0,True,0.0,0.0,0.0
2026-02-20,0.4880523085594177,0.3530952380952381,0.6469047619047619,0,1517683566.0,-3354890.0,5,0.0197571185138724,73.80952380952381,0.0,True,True,0.02001759364659219,0.0,0.019779438226289015,15885018.2,True,0.0,0.0,0.0
2026-02-23,0.49179336428642273,0.3706349206349206,0.6293650793650793,0,1528034368.0,-7123628.0,3,-0.02958877917350021,67.06349206349206,0.0,True,True,0.02001869856600275,0.0,0.02001759364659219,15750774.8,True,0.0,0.0,0.0
2026-02-24,0.4869804382324219,0.35,0.65,0,1537694734.0,14253142.0,7,0.00726488117690408,79.36507936507937,0.0,True,True,0.019623892468114672,0.0,0.02001869856600275,15576112.0,True,0.0,0.0,0.0
2026-02-25,0.5076616406440735,0.36444444444444446,0.6355555555555555,0,1529870274.0,-12750042.0,3,-0.014819153377828551,69.44444444444444,0.0,True,True,0.01961690344592524,0.0,0.019623892468114672,15464900.7,True,0.0,0.0,0.0
2026-02-26,0.48789823055267334,0.3953968253968254,0.6046031746031746,0,1519153880.0,-9785988.0,3,-0.07582235237585427,57.53968253968254,0.0,True,True,0.014695979486612457,0.0,0.01961690344592524,15145705.2,True,0.0,0.0,0.0
2026-02-27,0.5151597261428833,0.3788888888888889,0.6211111111111112,0,1501568690.0,-16114876.0,3,-0.06393442350757679,63.888888888888886,0.0,True,True,0.014608489482808242,0.0,0.014695979486612457,14319556.5,True,0.0,0.0,0.0
2026-03-02,0.4871174693107605,0.35928571428571426,0.6407142857142858,0,1514849690.0,-13184678.0,3,-0.058961928655186825,71.42857142857143,0.0,True,True,0.01477951417138911,0.0,0.014608489482808242,14375877.9,True,0.0,0.0,0.0
2026-03-03,0.5227387547492981,0.35,0.65,0,1503361000.0,-34333734.0,3,-0.09928192301895697,79.76190476190477,0.0,True,True,0.015135392667932228,0.0,0.01477951417138911,13832075.9,True,0.0,0.0,0.0
2026-03-04,0.5036969184875488,0.35,0.65,0,1515581942.0,-14288332.0,3,-0.07781420221437921,87.6984126984127,0.0,True,True,0.015233618216028734,0.0,0.015135392667932228,13195652.5,True,0.0,0.0,0.0
