Date,Close,High,Low,Open,Volume
2025-12-25,271.25,273.5,271.0,272.5,12977291
2025-12-26,268.0,271.5,267.25,271.25,22195231
2025-12-29,264.5,269.0,262.75,268.25,31535713
2025-12-30,267.75,269.75,264.75,265.0,32525018
2025-12-31,268.5,269.75,267.25,268.5,20565368
2026-01-02,274.25,274.25,269.75,271.0,28891002
2026-01-05,277.75,279.0,272.5,274.25,38929858
2026-01-06,288.5,289.25,279.0,279.0,60291603
2026-01-07,290.75,295.25,287.5,289.5,71173468
2026-01-08,294.5,295.75,286.5,291.0,60705169
2026-01-09,291.5,298.0,290.25,296.0,51357969
2026-01-12,291.5,294.5,289.25,291.75,49228010
2026-01-13,287.0,292.5,285.75,292.0,50345679
2026-01-14,280.25,289.0,279.5,288.5,47676029
2026-01-15,287.75,288.75,280.5,280.75,52640730
2026-01-16,292.0,295.5,288.5,290.5,52808497
2026-01-19,295.75,299.75,292.5,294.25,72954364
2026-01-20,292.0,296.75,291.5,295.75,44544516
2026-01-21,297.0,297.0,290.0,292.5,52547045
2026-01-22,299.0,301.0,294.75,299.0,63538093
2026-01-23,301.0,304.25,299.5,300.5,50706805
2026-01-26,299.25,302.75,296.0,299.0,46066314
2026-01-27,294.25,301.0,293.75,299.75,47513693
2026-01-28,298.0,303.0,294.25,294.25,92400525
2026-01-29,302.25,307.25,298.0,300.0,104308213
2026-01-30,304.0,308.25,298.5,302.25,83271865
2026-02-02,305.75,310.0,298.0,300.25,94704808
2026-02-03,318.75,319.25,308.0,308.0,84532266
2026-02-04,320.5,322.75,315.0,320.0,67172321
2026-02-05,317.0,322.0,316.0,318.5,64928341
2026-02-06,322.5,324.5,311.75,317.0,67707854
2026-02-09,329.5,329.75,321.75,326.5,63946715
2026-02-10,333.0,333.25,327.75,329.0,52371004
2026-02-11,331.0,337.75,329.0,330.5,61366265
2026-02-12,337.0,341.25,331.0,332.25,70648552
2026-02-13,347.75,351.25,337.25,337.5,79364384
2026-02-16,347.75,352.5,345.0,349.75,60497306
2026-02-17,345.0,350.75,343.0,346.25,59808917
2026-02-18,328.25,350.0,324.75,345.75,94434599
2026-02-19,312.5,331.0,310.25,330.5,81994623
2026-02-20,320.5,320.5,313.75,314.5,49745507
2026-02-23,315.75,326.0,315.25,325.75,58340211
2026-02-24,308.5,316.0,307.25,315.75,60541603
2026-02-25,307.0,311.0,305.5,309.25,36524474
2026-02-26,311.5,316.25,302.5,307.75,68383970
2026-02-27,307.5,314.0,303.5,313.25,60671396
2026-03-02,289.0,292.5,282.25,282.5,54215665
2026-03-03,287.0,295.25,285.0,286.0,42900149
2026-03-04,287.75,292.0,282.0,288.0,46550560
2026-03-05,284.25,295.25,283.75,293.25,42754331
2026-03-06,276.75,286.0,276.0,284.0,56263294
2026-03-09,282.0,282.0,263.5,267.0,51377626
2026-03-10,297.0,297.0,288.75,294.0,61941889
2026-03-11,294.75,296.25,289.5,296.0,40619946
